#### Simulations (500)
# time_taken_lat #1
0.0,0.0
119.13815399518894,0.0
119.13815399518894,73.0
165.1913445961207,73.0
165.1913445961207,105.0
249.04032077752078,105.0
249.04032077752078,172.0
270.40389753452996,172.0
270.40389753452996,209.0
312.4127423874736,209.0
312.4127423874736,241.0
326.7025106138763,241.0
326.7025106138763,246.0
368.4644123528268,246.0
368.4644123528268,278.0
425.6702235456198,278.0
425.6702235456198,345.0
440.24930014193865,345.0
440.24930014193865,350.0
478.17689842870965,350.0
478.17689842870965,355.0
1000.000002,355.0
# time_taken_lat #2
0.0,0.0
129.59490751007488,0.0
129.59490751007488,73.0
249.15696317084848,73.0
249.15696317084848,141.0
268.61846275296233,141.0
268.61846275296233,146.0
302.1261096958895,146.0
302.1261096958895,183.0
317.7687017853693,183.0
317.7687017853693,189.0
371.063931916924,189.0
371.063931916924,251.0
402.7139843667446,251.0
402.7139843667446,281.0
428.86867862735755,281.0
428.86867862735755,318.0
470.766936532056,318.0
470.766936532056,355.0
559.2949350755729,355.0
559.2949350755729,360.0
1000.0,360.0
# time_taken_lat #3
0.0,0.0
95.57783123880759,0.0
95.57783123880759,73.0
132.27750429381697,73.0
132.27750429381697,110.0
216.4412149976298,110.0
216.4412149976298,183.0
313.29079657557884,183.0
313.29079657557884,245.0
350.5255584282509,245.0
350.5255584282509,275.0
368.020383270264,275.0
368.020383270264,307.0
381.95210456564917,307.0
381.95210456564917,312.0
400.4809183708372,312.0
400.4809183708372,344.0
538.1401360628284,344.0
538.1401360628284,381.0
581.1414495679546,381.0
581.1414495679546,386.0
1000.000002,386.0
# time_taken_lat #4
0.0,0.0
124.36481530567107,0.0
124.36481530567107,73.0
157.18981161889377,73.0
157.18981161889377,105.0
256.827027709418,105.0
256.827027709418,172.0
300.34220061711744,172.0
300.34220061711744,204.0
340.07660911166465,204.0
340.07660911166465,236.0
354.37183274828294,236.0
354.37183274828294,241.0
364.00223175735056,241.0
364.00223175735056,246.0
402.01601145777244,246.0
402.01601145777244,283.0
476.35631513697865,283.0
476.35631513697865,345.0
547.9617109535103,345.0
547.9617109535103,350.0
1000.000002,350.0
# time_taken_lat #5
0.0,0.0
234.5813033884124,0.0
234.5813033884124,73.0
256.0802236831871,73.0
256.0802236831871,105.0
266.19439318290785,105.0
266.19439318290785,111.0
277.30839847901575,111.0
277.30839847901575,117.0
343.84715965516267,117.0
343.84715965516267,184.0
357.1130455519923,184.0
357.1130455519923,189.0
402.72187675517836,189.0
402.72187675517836,221.0
441.7117775640929,221.0
441.7117775640929,253.0
518.0693479786637,253.0
518.0693479786637,285.0
595.3991797013084,285.0
595.3991797013084,290.0
1000.0,290.0
# time_taken_lat #6
0.0,0.0
120.20126261331161,0.0
120.20126261331161,73.0
180.00870008854162,73.0
180.00870008854162,105.0
235.30304008347906,105.0
235.30304008347906,172.0
302.45697555597815,172.0
302.45697555597815,204.0
322.8351104828502,204.0
322.8351104828502,236.0
405.4460923290456,236.0
405.4460923290456,303.0
427.9843552753002,303.0
427.9843552753002,308.0
444.83582619252854,308.0
444.83582619252854,340.0
501.9441170599278,340.0
501.9441170599278,345.0
991.2037294216997,345.0
991.2037294216997,350.0
1000.000002,350.0
# time_taken_lat #7
0.0,0.0
73.19859673836724,0.0
73.19859673836724,73.0
190.79684344703637,73.0
190.79684344703637,146.0
248.01413288918906,146.0
248.01413288918906,183.0
278.4114713670728,183.0
278.4114713670728,220.0
322.7630077066399,220.0
322.7630077066399,252.0
351.1430027032606,252.0
351.1430027032606,289.0
440.80006482182915,289.0
440.80006482182915,351.0
533.3438293021972,351.0
533.3438293021972,388.0
564.2283236802447,388.0
564.2283236802447,393.0
581.0735352390818,393.0
581.0735352390818,398.0
1000.0,398.0
# time_taken_lat #8
0.0,0.0
101.68633938572295,0.0
